supplier,year,month,week,purchase_date,invoice_id,store_code,store_name,network,category,product_group,article_description,grower,purchase_flow,origin,color,buy_price,selling_price,coefficient,margin,quantity,invoice_product_value,purchase_value,invoice_kind,total_purchase_amount,total_selling_amount,estimated_margin_amount
Rose Africa,2024,3,10,2024-03-08,663191,HF001,HAPPY PARIS OPERA,Franchise,Fleurs coupées,Lys,Plantes vertes premium,Grower C,Commande spéciale,Kenya,Mixte,1.9,3.32,1.75,171.82,121,401.72,229.9,Factuur,229.89999999999998,401.71999999999997,171.82
Orchidées France,2024,10,44,2024-10-30,673281,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Bouquets,Orchidées,Orchidées premium,Grower A,Commande spéciale,Pays-Bas,Rose,7.2,14.74,2.05,165.88,22,324.28,158.4,Creditnota,158.4,324.28000000000003,165.88000000000002
Rose Africa,2024,2,6,2024-02-08,662547,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Roses,Plantes vertes premium,Grower A,Promotion,Pays-Bas,Rouge,8.27,19.8,2.39,2490.48,216,4276.8,1786.32,Creditnota,1786.32,4276.8,2490.4800000000005
Tulip Export,2024,11,48,2024-11-27,652371,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Accessoires,Plantes vertes,Lys premium,Grower B,Promotion,France,Jaune,3.44,5.56,1.62,296.8,140,778.4,481.6,Creditnota,481.59999999999997,778.4,296.8
Tulip Export,2024,9,39,2024-09-25,693596,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Accessoires,Orchidées,Lys premium,Grower B,Promotion,Italie,Vert,2.29,4.12,1.8,184.83,101,416.12,231.29,Factuur,231.29,416.12,184.83
VDV,2024,4,17,2024-04-23,686667,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Bouquets,Tulipes,Lys premium,Grower A,Commande spéciale,Italie,Jaune,4.63,7.26,1.57,539.15,205,1488.3,949.15,Factuur,949.15,1488.3,539.15
VDV,2024,11,48,2024-11-27,646341,CF0021,MONCEAU FLEURS LYON,Succursale,Fleurs coupées,Plantes vertes,Bouquets mixtes premium,Grower C,Commande spéciale,Pays-Bas,Blanc,4.71,7.39,1.57,621.76,232,1714.48,1092.72,Creditnota,1092.72,1714.48,621.76
Flora Holland,2024,9,38,2024-09-22,612282,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Plantes,Bouquets mixtes,Orchidées premium,Grower C,Commande spéciale,Italie,Blanc,3.12,4.5,1.44,269.1,195,877.5,608.4,Factuur,608.4,877.5,269.1
Orchidées France,2024,11,48,2024-11-29,649217,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Plantes,Plantes vertes,Lys premium,Grower D,Stock,Pays-Bas,Jaune,2.05,2.99,1.46,39.48,42,125.58,86.1,Factuur,86.1,125.58000000000001,39.48000000000002
Flora Holland,2024,11,46,2024-11-16,632642,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Bouquets,Plantes vertes,Lys premium,Grower D,Réassort,Pays-Bas,Jaune,1.86,4.54,2.44,651.24,243,1103.22,451.98,Creditnota,451.98,1103.22,651.24
Rose Africa,2024,5,22,2024-05-27,676125,HF001,HAPPY PARIS OPERA,Succursale,Fleurs coupées,Bouquets mixtes,Plantes vertes premium,Grower C,Commande spéciale,Espagne,Vert,7.9,15.27,1.93,1311.86,178,2718.06,1406.2,Factuur,1406.2,2718.06,1311.86
Tulip Export,2024,6,24,2024-06-16,686057,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Plantes vertes,Lys premium,Grower B,Commande spéciale,Kenya,Blanc,3.63,6.76,1.86,247.27,79,534.04,286.77,Creditnota,286.77,534.04,247.26999999999998
Flora Holland,2024,12,51,2024-12-17,672414,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Plantes vertes,Tulipes premium,Grower A,Stock,Espagne,Rouge,3.38,8.04,2.38,321.54,69,554.76,233.22,Factuur,233.22,554.76,321.53999999999996
VDV,2024,3,10,2024-03-04,652177,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Tulipes,Bouquets mixtes premium,Grower D,Stock,France,Blanc,2.22,5.21,2.35,254.15,85,442.85,188.7,Creditnota,188.70000000000002,442.85,254.15
Tulip Export,2024,8,35,2024-08-31,677074,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Accessoires,Lys,Tulipes premium,Grower A,Commande spéciale,France,Mixte,4.19,7.64,1.82,210.45,61,466.04,255.59,Factuur,255.59000000000003,466.03999999999996,210.44999999999993
Flora Holland,2024,10,41,2024-10-09,626982,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Plantes,Roses,Orchidées premium,Grower B,Stock,Italie,Blanc,1.48,2.82,1.91,290.78,217,611.94,321.16,Factuur,321.15999999999997,611.9399999999999,290.78
Tulip Export,2024,5,20,2024-05-16,624292,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Accessoires,Orchidées,Tulipes premium,Grower A,Promotion,Espagne,Vert,7.81,14.87,1.9,1341.4,190,2825.3,1483.9,Creditnota,1483.8999999999999,2825.2999999999997,1341.3999999999999
Tulip Export,2024,7,29,2024-07-15,659085,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Bouquets,Bouquets mixtes,Roses premium,Grower A,Promotion,Pays-Bas,Blanc,5.97,8.11,1.36,483.64,226,1832.86,1349.22,Factuur,1349.22,1832.86,483.6399999999999
Tulip Export,2024,4,18,2024-04-29,628193,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Plantes,Roses,Roses premium,Grower C,Promotion,Pays-Bas,Rouge,4.94,9.58,1.94,417.6,90,862.2,444.6,Factuur,444.6,862.2,417.6
Rose Africa,2024,8,35,2024-08-28,614974,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Bouquets mixtes,Bouquets mixtes premium,Grower C,Réassort,Kenya,Vert,8.48,17.56,2.07,2170.12,239,4196.84,2026.72,Factuur,2026.72,4196.84,2170.12
Rose Africa,2024,1,3,2024-01-15,643221,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Bouquets,Orchidées,Lys premium,Grower A,Promotion,Italie,Jaune,3.57,5.01,1.4,311.04,216,1082.16,771.12,Creditnota,771.12,1082.1599999999999,311.03999999999985
VDV,2024,12,50,2024-12-14,668777,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Bouquets mixtes,Plantes vertes premium,Grower A,Stock,France,Mixte,3.72,6.64,1.78,487.64,167,1108.88,621.24,Factuur,621.24,1108.8799999999999,487.6399999999999
Flora Holland,2024,10,42,2024-10-19,687936,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Bouquets mixtes,Tulipes premium,Grower C,Réassort,Espagne,Jaune,6.83,9.54,1.4,75.88,28,267.12,191.24,Creditnota,191.24,267.12,75.88
Rose Africa,2024,12,49,2024-12-03,639261,CF0021,MONCEAU FLEURS LYON,Franchise,Accessoires,Lys,Orchidées premium,Grower B,Stock,Pays-Bas,Blanc,2.91,6.38,2.19,347.0,100,638.0,291.0,Factuur,291.0,638.0,347.0
Flora Holland,2024,11,47,2024-11-24,681673,CF0021,MONCEAU FLEURS LYON,Franchise,Plantes,Tulipes,Roses premium,Grower B,Commande spéciale,France,Vert,4.77,11.02,2.31,1306.25,209,2303.18,996.93,Factuur,996.93,2303.18,1306.25
VDV,2024,6,23,2024-06-05,635366,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Fleurs coupées,Bouquets mixtes,Orchidées premium,Grower A,Stock,France,Jaune,3.82,8.15,2.13,632.18,146,1189.9,557.72,Factuur,557.72,1189.9,632.1800000000001
Orchidées France,2024,3,11,2024-03-17,668572,CF0021,MONCEAU FLEURS LYON,Succursale,Plantes,Roses,Roses premium,Grower A,Stock,Pays-Bas,Jaune,6.8,16.95,2.49,1806.7,178,3017.1,1210.4,Creditnota,1210.3999999999999,3017.1,1806.7
Tulip Export,2024,3,13,2024-03-25,687907,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Bouquets,Lys,Orchidées premium,Grower B,Promotion,Espagne,Blanc,4.56,8.59,1.88,777.79,193,1657.87,880.08,Factuur,880.0799999999999,1657.87,777.79
Tulip Export,2024,2,8,2024-02-21,631696,CF0021,MONCEAU FLEURS LYON,Succursale,Fleurs coupées,Lys,Roses premium,Grower D,Stock,Espagne,Jaune,6.0,8.95,1.49,592.95,201,1798.95,1206.0,Factuur,1206.0,1798.9499999999998,592.9499999999998
Rose Africa,2024,5,20,2024-05-17,616205,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Fleurs coupées,Bouquets mixtes,Plantes vertes premium,Grower C,Promotion,Kenya,Jaune,7.1,11.36,1.6,890.34,209,2374.24,1483.9,Creditnota,1483.8999999999999,2374.24,890.3399999999999
Tulip Export,2024,3,11,2024-03-17,693222,HF001,HAPPY PARIS OPERA,Succursale,Accessoires,Bouquets mixtes,Lys premium,Grower C,Commande spéciale,Italie,Rose,7.28,12.14,1.67,986.58,203,2464.42,1477.84,Creditnota,1477.8400000000001,2464.42,986.5799999999999
Flora Holland,2024,7,31,2024-07-30,675035,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Bouquets,Roses,Bouquets mixtes premium,Grower B,Commande spéciale,Kenya,Mixte,2.23,2.94,1.32,75.26,106,311.64,236.38,Factuur,236.38,311.64,75.25999999999999
Tulip Export,2024,5,22,2024-05-27,696065,CF0021,MONCEAU FLEURS LYON,Franchise,Plantes,Plantes vertes,Bouquets mixtes premium,Grower C,Réassort,Italie,Jaune,2.32,5.39,2.32,399.1,130,700.7,301.6,Factuur,301.59999999999997,700.6999999999999,399.09999999999997
Tulip Export,2024,6,25,2024-06-22,601749,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Roses,Orchidées premium,Grower D,Promotion,Italie,Blanc,2.28,5.43,2.38,781.2,248,1346.64,565.44,Creditnota,565.4399999999999,1346.6399999999999,781.1999999999999
Orchidées France,2024,5,20,2024-05-19,692915,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Bouquets,Lys,Roses premium,Grower B,Commande spéciale,France,Jaune,3.7,7.49,2.02,435.85,115,861.35,425.5,Creditnota,425.5,861.35,435.85
Orchidées France,2024,9,37,2024-09-14,614252,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Tulipes,Plantes vertes premium,Grower C,Stock,Kenya,Blanc,4.39,6.86,1.56,461.89,187,1282.82,820.93,Creditnota,820.93,1282.8200000000002,461.8900000000002
Tulip Export,2024,5,19,2024-05-09,680728,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Fleurs coupées,Tulipes,Tulipes premium,Grower C,Réassort,Kenya,Rouge,0.83,1.69,2.04,155.66,181,305.89,150.23,Factuur,150.23,305.89,155.66
Flora Holland,2024,6,24,2024-06-12,690927,HF001,HAPPY PARIS OPERA,Franchise,Fleurs coupées,Orchidées,Bouquets mixtes premium,Grower C,Promotion,Espagne,Mixte,5.92,13.74,2.32,836.74,107,1470.18,633.44,Creditnota,633.4399999999999,1470.18,836.7400000000001
Flora Holland,2024,7,30,2024-07-28,664698,CF0021,MONCEAU FLEURS LYON,Succursale,Plantes,Orchidées,Bouquets mixtes premium,Grower D,Stock,Pays-Bas,Rouge,5.21,12.95,2.49,549.54,71,919.45,369.91,Creditnota,369.91,919.4499999999999,549.54
Tulip Export,2024,9,38,2024-09-20,641338,CF0021,MONCEAU FLEURS LYON,Succursale,Bouquets,Orchidées,Bouquets mixtes premium,Grower A,Stock,France,Jaune,3.95,6.79,1.72,264.12,93,631.47,367.35,Factuur,367.35,631.47,264.12
Rose Africa,2024,7,31,2024-07-31,639333,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Fleurs coupées,Lys,Roses premium,Grower C,Réassort,Pays-Bas,Vert,2.41,5.95,2.47,470.82,133,791.35,320.53,Creditnota,320.53000000000003,791.35,470.82
Flora Holland,2024,11,47,2024-11-24,689603,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Accessoires,Bouquets mixtes,Bouquets mixtes premium,Grower D,Commande spéciale,Pays-Bas,Rose,6.77,10.38,1.53,180.5,50,519.0,338.5,Creditnota,338.5,519.0,180.5
Orchidées France,2024,8,31,2024-08-04,682317,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Lys,Tulipes premium,Grower D,Réassort,Pays-Bas,Rose,2.09,3.19,1.53,69.3,63,200.97,131.67,Factuur,131.67,200.97,69.30000000000001
VDV,2024,11,46,2024-11-14,693449,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Accessoires,Bouquets mixtes,Bouquets mixtes premium,Grower C,Commande spéciale,Pays-Bas,Jaune,7.19,15.58,2.17,713.15,85,1324.3,611.15,Creditnota,611.15,1324.3,713.15
Flora Holland,2024,3,10,2024-03-07,650855,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Fleurs coupées,Lys,Roses premium,Grower A,Réassort,Espagne,Mixte,1.74,4.11,2.36,554.58,234,961.74,407.16,Factuur,407.16,961.7400000000001,554.5800000000002
Flora Holland,2024,10,40,2024-10-05,660246,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Plantes,Plantes vertes,Bouquets mixtes premium,Grower A,Commande spéciale,Italie,Rose,6.7,14.48,2.16,459.02,59,854.32,395.3,Creditnota,395.3,854.32,459.02000000000004
Flora Holland,2024,1,2,2024-01-09,607784,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Accessoires,Lys,Lys premium,Grower C,Stock,France,Rouge,8.19,13.27,1.62,401.32,79,1048.33,647.01,Creditnota,647.01,1048.33,401.31999999999994
Flora Holland,2024,4,16,2024-04-15,695903,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Tulipes,Roses premium,Grower C,Commande spéciale,Kenya,Mixte,5.21,11.93,2.29,396.48,59,703.87,307.39,Creditnota,307.39,703.87,396.48
Tulip Export,2024,8,31,2024-08-01,629853,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Plantes,Plantes vertes,Lys premium,Grower D,Stock,Pays-Bas,Jaune,5.93,12.99,2.19,1637.92,232,3013.68,1375.76,Creditnota,1375.76,3013.68,1637.9199999999998
Flora Holland,2024,5,22,2024-05-28,632734,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Plantes,Plantes vertes,Orchidées premium,Grower A,Promotion,Espagne,Rouge,7.47,11.87,1.59,506.0,115,1365.05,859.05,Factuur,859.05,1365.05,506.0
Flora Holland,2024,10,40,2024-10-01,616934,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Bouquets,Plantes vertes,Orchidées premium,Grower B,Commande spéciale,Kenya,Mixte,6.42,8.63,1.34,501.67,227,1959.01,1457.34,Factuur,1457.34,1959.0100000000002,501.6700000000003
Flora Holland,2024,8,34,2024-08-24,666977,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Bouquets,Plantes vertes,Plantes vertes premium,Grower C,Commande spéciale,Italie,Mixte,1.54,2.5,1.62,110.4,115,287.5,177.1,Factuur,177.1,287.5,110.4
Tulip Export,2024,6,25,2024-06-20,622195,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Bouquets mixtes,Plantes vertes premium,Grower B,Commande spéciale,Espagne,Rose,6.9,13.21,1.91,328.12,52,686.92,358.8,Factuur,358.8,686.9200000000001,328.12000000000006
Flora Holland,2024,6,23,2024-06-06,694123,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Roses,Tulipes premium,Grower B,Réassort,Espagne,Rouge,3.45,8.3,2.41,1188.25,245,2033.5,845.25,Factuur,845.25,2033.5000000000002,1188.2500000000002
Orchidées France,2024,11,47,2024-11-22,616342,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Plantes,Tulipes,Bouquets mixtes premium,Grower A,Commande spéciale,France,Rouge,3.26,8.05,2.47,924.47,193,1553.65,629.18,Creditnota,629.18,1553.65,924.4700000000001
Rose Africa,2024,6,24,2024-06-16,628507,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Fleurs coupées,Lys,Tulipes premium,Grower B,Promotion,Pays-Bas,Vert,2.67,4.21,1.58,140.14,91,383.11,242.97,Creditnota,242.97,383.11,140.14000000000001
VDV,2024,1,4,2024-01-23,671920,HF001,HAPPY PARIS OPERA,Succursale,Accessoires,Roses,Plantes vertes premium,Grower D,Stock,Espagne,Vert,6.87,10.6,1.54,149.2,40,424.0,274.8,Creditnota,274.8,424.0,149.2
Orchidées France,2024,4,16,2024-04-18,641203,HF001,HAPPY PARIS OPERA,Succursale,Accessoires,Tulipes,Orchidées premium,Grower C,Commande spéciale,Kenya,Mixte,4.03,6.97,1.73,288.12,98,683.06,394.94,Factuur,394.94,683.06,288.11999999999995
Flora Holland,2024,10,42,2024-10-14,696154,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Bouquets mixtes,Tulipes premium,Grower D,Réassort,Pays-Bas,Blanc,6.79,14.35,2.11,846.72,112,1607.2,760.48,Factuur,760.48,1607.2,846.72
Orchidées France,2024,11,45,2024-11-09,685294,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Bouquets,Lys,Orchidées premium,Grower A,Réassort,Kenya,Jaune,7.01,16.3,2.33,1718.65,185,3015.5,1296.85,Factuur,1296.85,3015.5,1718.65
Flora Holland,2024,11,44,2024-11-03,636065,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Accessoires,Lys,Lys premium,Grower C,Réassort,Pays-Bas,Vert,7.42,14.99,2.02,1317.18,174,2608.26,1291.08,Creditnota,1291.08,2608.26,1317.1800000000003
Flora Holland,2024,5,20,2024-05-16,680613,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Roses,Bouquets mixtes premium,Grower C,Stock,Kenya,Rose,1.87,2.73,1.46,178.02,207,565.11,387.09,Creditnota,387.09000000000003,565.11,178.01999999999998
VDV,2024,2,5,2024-02-03,669404,CF0021,MONCEAU FLEURS LYON,Succursale,Plantes,Plantes vertes,Plantes vertes premium,Grower A,Réassort,Kenya,Rose,1.61,2.51,1.56,15.3,17,42.67,27.37,Creditnota,27.37,42.669999999999995,15.299999999999994
Rose Africa,2024,1,4,2024-01-26,619832,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Plantes,Lys,Bouquets mixtes premium,Grower C,Promotion,Kenya,Mixte,2.87,6.81,2.37,949.54,241,1641.21,691.67,Creditnota,691.6700000000001,1641.2099999999998,949.5399999999997
Flora Holland,2024,1,3,2024-01-21,677743,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Bouquets,Lys,Orchidées premium,Grower D,Commande spéciale,Italie,Jaune,1.5,2.75,1.83,70.0,56,154.0,84.0,Factuur,84.0,154.0,70.0
Flora Holland,2024,5,20,2024-05-17,633131,CF0032,MONCEAU FLEURS MARSEILLE,Franchise,Fleurs coupées,Lys,Roses premium,Grower D,Réassort,Italie,Rose,2.91,6.41,2.2,514.5,147,942.27,427.77,Creditnota,427.77000000000004,942.27,514.5
Rose Africa,2024,7,29,2024-07-15,659247,ANR012,AU NOM DE LA ROSE BOULOGNE,Franchise,Accessoires,Plantes vertes,Bouquets mixtes premium,Grower D,Commande spéciale,Pays-Bas,Jaune,3.02,5.43,1.8,289.2,120,651.6,362.4,Creditnota,362.4,651.5999999999999,289.19999999999993
VDV,2024,8,31,2024-08-03,617834,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Plantes,Plantes vertes,Orchidées premium,Grower C,Réassort,Italie,Blanc,1.55,2.61,1.68,251.22,237,618.57,367.35,Creditnota,367.35,618.5699999999999,251.2199999999999
Flora Holland,2024,3,10,2024-03-06,615125,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Bouquets,Roses,Plantes vertes premium,Grower D,Commande spéciale,Italie,Rose,4.96,8.61,1.74,653.35,179,1541.19,887.84,Factuur,887.84,1541.1899999999998,653.3499999999998
Rose Africa,2024,10,43,2024-10-26,647531,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Bouquets,Orchidées,Roses premium,Grower C,Stock,Espagne,Vert,2.91,3.97,1.36,125.08,118,468.46,343.38,Creditnota,343.38,468.46000000000004,125.08000000000004
Rose Africa,2024,9,39,2024-09-23,640884,CF0021,MONCEAU FLEURS LYON,Succursale,Accessoires,Plantes vertes,Orchidées premium,Grower B,Réassort,Pays-Bas,Mixte,2.8,3.71,1.33,203.84,224,831.04,627.2,Creditnota,627.1999999999999,831.04,203.84000000000003
Flora Holland,2024,2,7,2024-02-14,662795,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Accessoires,Orchidées,Lys premium,Grower A,Réassort,Italie,Blanc,2.3,3.58,1.56,103.68,81,289.98,186.3,Factuur,186.29999999999998,289.98,103.68000000000004
Flora Holland,2024,3,13,2024-03-30,660823,HF001,HAPPY PARIS OPERA,Franchise,Plantes,Tulipes,Lys premium,Grower D,Stock,Pays-Bas,Rouge,2.11,3.3,1.56,142.8,120,396.0,253.2,Factuur,253.2,396.0,142.8
Flora Holland,2024,12,51,2024-12-17,627849,CF0021,MONCEAU FLEURS LYON,Succursale,Bouquets,Lys,Orchidées premium,Grower C,Stock,Italie,Blanc,7.25,12.38,1.71,1056.78,206,2550.28,1493.5,Creditnota,1493.5,2550.28,1056.7800000000002
Rose Africa,2024,6,24,2024-06-10,663486,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Plantes,Lys,Lys premium,Grower B,Commande spéciale,Kenya,Vert,7.47,18.25,2.44,1078.0,100,1825.0,747.0,Factuur,747.0,1825.0,1078.0
Flora Holland,2024,12,50,2024-12-13,697616,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Plantes,Lys,Tulipes premium,Grower A,Promotion,Italie,Mixte,3.04,5.98,1.97,285.18,97,580.06,294.88,Creditnota,294.88,580.0600000000001,285.18000000000006
VDV,2024,2,7,2024-02-13,693250,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Bouquets,Tulipes,Lys premium,Grower D,Promotion,Kenya,Mixte,1.09,2.26,2.07,196.56,168,379.68,183.12,Factuur,183.12,379.67999999999995,196.55999999999995
Flora Holland,2024,8,35,2024-08-31,634114,HF001,HAPPY PARIS OPERA,Succursale,Fleurs coupées,Plantes vertes,Bouquets mixtes premium,Grower C,Stock,Pays-Bas,Vert,3.41,8.02,2.35,502.49,109,874.18,371.69,Creditnota,371.69,874.18,502.48999999999995
Tulip Export,2024,12,51,2024-12-21,639567,HF001,HAPPY PARIS OPERA,Succursale,Fleurs coupées,Lys,Roses premium,Grower A,Stock,Pays-Bas,Rose,2.08,3.97,1.91,440.37,233,925.01,484.64,Factuur,484.64000000000004,925.01,440.36999999999995
Rose Africa,2024,5,19,2024-05-12,674776,CF0021,MONCEAU FLEURS LYON,Succursale,Fleurs coupées,Plantes vertes,Lys premium,Grower C,Stock,Espagne,Blanc,2.08,3.09,1.49,77.77,77,237.93,160.16,Creditnota,160.16,237.92999999999998,77.76999999999998
Orchidées France,2024,10,42,2024-10-16,656050,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Roses,Orchidées premium,Grower C,Stock,Italie,Mixte,5.28,11.04,2.09,1416.96,246,2715.84,1298.88,Creditnota,1298.88,2715.8399999999997,1416.9599999999996
VDV,2024,4,17,2024-04-27,659669,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Fleurs coupées,Roses,Lys premium,Grower D,Stock,Italie,Blanc,5.42,10.84,2.0,466.12,86,932.24,466.12,Factuur,466.12,932.24,466.12
Orchidées France,2024,10,42,2024-10-15,615437,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Fleurs coupées,Bouquets mixtes,Lys premium,Grower C,Commande spéciale,Pays-Bas,Mixte,2.91,5.73,1.97,28.2,10,57.3,29.1,Factuur,29.1,57.300000000000004,28.200000000000003
VDV,2024,11,47,2024-11-22,617750,CF0018,MONCEAU FLEURS PARIS 15,Franchise,Fleurs coupées,Lys,Lys premium,Grower B,Commande spéciale,Pays-Bas,Vert,1.21,2.12,1.75,79.17,87,184.44,105.27,Factuur,105.27,184.44,79.17
Tulip Export,2024,9,39,2024-09-23,697725,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Plantes,Lys,Plantes vertes premium,Grower C,Stock,Espagne,Blanc,5.91,13.87,2.35,1098.48,138,1914.06,815.58,Creditnota,815.58,1914.06,1098.48
Flora Holland,2024,11,47,2024-11-23,683051,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Bouquets mixtes,Plantes vertes premium,Grower B,Réassort,Kenya,Rouge,6.53,10.97,1.68,1092.24,246,2698.62,1606.38,Factuur,1606.38,2698.6200000000003,1092.2400000000002
VDV,2024,3,12,2024-03-18,690555,HF001,HAPPY PARIS OPERA,Franchise,Accessoires,Bouquets mixtes,Bouquets mixtes premium,Grower A,Commande spéciale,Pays-Bas,Jaune,6.92,17.1,2.47,1425.2,140,2394.0,968.8,Factuur,968.8,2394.0,1425.2
Flora Holland,2024,1,4,2024-01-26,640984,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Plantes,Plantes vertes,Bouquets mixtes premium,Grower B,Promotion,France,Blanc,7.22,16.7,2.31,1118.64,118,1970.6,851.96,Creditnota,851.9599999999999,1970.6,1118.6399999999999
Flora Holland,2024,5,21,2024-05-20,671130,CF0018,MONCEAU FLEURS PARIS 15,Succursale,Fleurs coupées,Roses,Orchidées premium,Grower A,Promotion,Espagne,Rose,1.09,2.46,2.26,279.48,204,501.84,222.36,Creditnota,222.36,501.84,279.47999999999996
Tulip Export,2024,9,36,2024-09-02,622832,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Bouquets,Bouquets mixtes,Plantes vertes premium,Grower D,Promotion,Espagne,Vert,2.42,3.83,1.58,45.12,32,122.56,77.44,Factuur,77.44,122.56,45.120000000000005
Rose Africa,2024,4,17,2024-04-28,623078,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Plantes vertes,Plantes vertes premium,Grower A,Commande spéciale,Kenya,Rouge,1.6,2.64,1.65,122.72,118,311.52,188.8,Factuur,188.8,311.52000000000004,122.72000000000003
Rose Africa,2024,1,2,2024-01-13,627235,ANR155,AU NOM DE LA ROSE PUTEAUX,Franchise,Accessoires,Lys,Orchidées premium,Grower B,Promotion,Kenya,Blanc,5.34,11.26,2.11,41.44,7,78.82,37.38,Factuur,37.379999999999995,78.82,41.44
VDV,2024,7,29,2024-07-17,689828,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Accessoires,Tulipes,Roses premium,Grower B,Promotion,Kenya,Blanc,5.86,11.3,1.93,930.24,171,1932.3,1002.06,Factuur,1002.0600000000001,1932.3000000000002,930.2400000000001
Flora Holland,2024,4,15,2024-04-09,634087,ANR012,AU NOM DE LA ROSE BOULOGNE,Succursale,Fleurs coupées,Roses,Lys premium,Grower C,Réassort,France,Rose,3.63,6.51,1.79,480.96,167,1087.17,606.21,Creditnota,606.21,1087.17,480.96000000000004
Rose Africa,2024,1,2,2024-01-13,650594,ANR155,AU NOM DE LA ROSE PUTEAUX,Succursale,Bouquets,Plantes vertes,Tulipes premium,Grower C,Promotion,Kenya,Vert,5.72,12.86,2.25,763.98,107,1376.02,612.04,Creditnota,612.04,1376.02,763.98
Orchidées France,2024,5,22,2024-05-27,620022,HF001,HAPPY PARIS OPERA,Franchise,Bouquets,Plantes vertes,Tulipes premium,Grower B,Commande spéciale,Espagne,Mixte,5.02,12.09,2.41,1675.59,237,2865.33,1189.74,Creditnota,1189.74,2865.33,1675.59
Orchidées France,2024,9,37,2024-09-14,635492,CF0032,MONCEAU FLEURS MARSEILLE,Succursale,Bouquets,Lys,Plantes vertes premium,Grower A,Promotion,Pays-Bas,Rouge,2.75,6.3,2.29,372.75,105,661.5,288.75,Creditnota,288.75,661.5,372.75
